league,season,team,player,nation,pos,age,born,matches_played,starts,minutes,nineties,goals,assists,goal_contributions,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,goals_per90,assists_per90,ga_per90,npg_per90,npga_per90
ESP-La Liga,2223,Cádiz,José Mari,ESP,MF,34.0,1987.0,18,2,397,4.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Cádiz,Lucas Pérez,ESP,FW,33.0,1988.0,14,5,628,7.0,3,0,3,3,0,0,3,0,0.43,0.0,0.43,0.43,0.43
ESP-La Liga,2223,Cádiz,Luis Hernández,ESP,DF,33.0,1989.0,35,35,3149,35.0,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Cádiz,Mamadou Mbaye,SEN,DF,24.0,1998.0,14,7,760,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Cádiz,Mamady Diarra,MLI,MF,22.0,2000.0,2,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Cádiz,Raúl Parra,ESP,DF,22.0,1999.0,6,4,310,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Cádiz,Roger Martí,ESP,FW,31.0,1991.0,14,8,639,7.1,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14
ESP-La Liga,2223,Cádiz,Rubén Alcaraz,ESP,MF,31.0,1991.0,31,22,2043,22.7,3,0,3,1,2,3,11,1,0.13,0.0,0.13,0.04,0.04
ESP-La Liga,2223,Cádiz,Rubén Sobrino,ESP,"MF,FW",30.0,1992.0,33,28,2465,27.4,3,2,5,3,0,0,11,0,0.11,0.07,0.18,0.11,0.18
ESP-La Liga,2223,Cádiz,Santiago Arzamendia,PAR,"DF,MF",24.0,1998.0,12,5,483,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Cádiz,Sergi Guardiola,ESP,FW,31.0,1991.0,17,14,1165,12.9,3,0,3,3,0,0,2,0,0.23,0.0,0.23,0.23,0.23
ESP-La Liga,2223,Cádiz,Theo Bongonda,COD,MF,26.0,1995.0,31,24,1938,21.5,4,3,7,3,1,1,2,0,0.19,0.14,0.33,0.14,0.28
ESP-La Liga,2223,Cádiz,Tomás Alarcón,CHI,MF,23.0,1999.0,4,2,223,2.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Cádiz,Víctor Chust,ESP,DF,22.0,2000.0,14,10,965,10.7,1,0,1,1,0,0,3,0,0.09,0.0,0.09,0.09,0.09
ESP-La Liga,2223,Cádiz,Youba Diarra,MLI,MF,24.0,1998.0,5,1,98,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Cádiz,Álex Fernández,ESP,"MF,FW",29.0,1992.0,28,17,1576,17.5,3,0,3,2,1,1,0,0,0.17,0.0,0.17,0.11,0.11
ESP-La Liga,2223,Cádiz,Álvaro Giménez,ESP,"FW,MF",31.0,1991.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Cádiz,Álvaro Negredo,ESP,FW,36.0,1985.0,21,9,757,8.4,1,2,3,1,0,0,0,0,0.12,0.24,0.36,0.12,0.36
ESP-La Liga,2223,Elche,Alejandro Alfaro,ESP,MF,20.0,2002.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Axel Werner,ARG,GK,26.0,1996.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Carlos Clerc,ESP,"DF,MF",30.0,1992.0,32,31,2639,29.3,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03
ESP-La Liga,2223,Elche,Carmona,ESP,"MF,DF",20.0,2002.0,9,8,589,6.5,1,0,1,1,0,0,5,1,0.15,0.0,0.15,0.15,0.15
ESP-La Liga,2223,Elche,Diego González,ESP,DF,27.0,1995.0,16,8,958,10.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Domingos Quina,POR,MF,22.0,1999.0,10,2,275,3.1,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Enzo Roco,CHI,DF,29.0,1992.0,22,19,1652,18.4,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Ezequiel Ponce,ARG,"FW,MF",25.0,1997.0,34,8,1129,12.5,4,0,4,4,0,0,2,1,0.32,0.0,0.32,0.32,0.32
ESP-La Liga,2223,Elche,Federico Fernández,ARG,DF,33.0,1989.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Fidel,ESP,"MF,FW",32.0,1989.0,27,21,1714,19.0,3,2,5,2,1,1,5,0,0.16,0.11,0.26,0.11,0.21
ESP-La Liga,2223,Elche,Gerard Gumbau,ESP,MF,27.0,1994.0,35,31,2737,30.4,1,6,7,1,0,0,11,0,0.03,0.2,0.23,0.03,0.23
ESP-La Liga,2223,Elche,Gonzalo Verdú,ESP,DF,33.0,1988.0,16,9,703,7.8,1,0,1,1,0,0,1,2,0.13,0.0,0.13,0.13,0.13
ESP-La Liga,2223,Elche,Helibelton Palacios,COL,"DF,MF",29.0,1993.0,24,23,1915,21.3,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Javier Pastore,ARG,MF,33.0,1989.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Johan Mojica,COL,"DF,MF",29.0,1992.0,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,John Donald,ESP,"MF,DF",21.0,2000.0,14,13,1092,12.1,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Josan,ESP,"DF,MF",32.0,1989.0,26,9,1078,12.0,1,3,4,1,0,0,3,0,0.08,0.25,0.33,0.08,0.33
ESP-La Liga,2223,Elche,Lautaro Blanco,ARG,"DF,MF",23.0,1999.0,17,9,872,9.7,0,2,2,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21
ESP-La Liga,2223,Elche,Lisandro Magallán,ARG,DF,28.0,1993.0,14,11,902,10.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Lucas Boyé,ARG,FW,26.0,1996.0,35,29,2462,27.4,7,2,9,7,0,1,7,1,0.26,0.07,0.33,0.26,0.33
ESP-La Liga,2223,Elche,Nicolás Ezequiel Fernández,ARG,"MF,DF",22.0,2000.0,18,3,514,5.7,0,1,1,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18
ESP-La Liga,2223,Elche,Omar Mascarell,EQG,"MF,DF",29.0,1993.0,28,28,2447,27.2,0,1,1,0,0,0,6,0,0.0,0.04,0.04,0.0,0.04
ESP-La Liga,2223,Elche,Pape Cheikh Diop,SEN,MF,24.0,1997.0,2,0,37,0.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Pedro Bigas,ESP,DF,31.0,1990.0,28,25,2020,22.4,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Pere Milla,ESP,"FW,MF",29.0,1992.0,31,21,1843,20.5,6,1,7,3,3,3,7,0,0.29,0.05,0.34,0.15,0.2
ESP-La Liga,2223,Elche,Pol Lirola,ESP,DF,24.0,1997.0,12,7,628,7.0,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14
ESP-La Liga,2223,Elche,Randy Nteka,ANG,"FW,MF",24.0,1997.0,14,10,726,8.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Raúl Guti,ESP,MF,25.0,1996.0,28,12,1117,12.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Elche,Roger Martí,ESP,"FW,MF",31.0,1991.0,12,8,655,7.3,0,1,1,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14
ESP-La Liga,2223,Elche,Tete Morente,ESP,"MF,FW",25.0,1996.0,32,23,2068,23.0,4,0,4,4,0,0,5,0,0.17,0.0,0.17,0.17,0.17
ESP-La Liga,2223,Elche,Álex Collado,ESP,MF,23.0,1999.0,15,8,722,8.0,1,1,2,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25
ESP-La Liga,2223,Elche,Édgar Badía,ESP,GK,30.0,1992.0,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Adri Embarba,ESP,"FW,MF",30.0,1992.0,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Adrià Pedrosa,ESP,DF,24.0,1998.0,7,2,229,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Aleix Vidal,ESP,"MF,FW",32.0,1989.0,25,10,1025,11.4,0,3,3,0,0,0,10,1,0.0,0.26,0.26,0.0,0.26
ESP-La Liga,2223,Espanyol,Benjamin Lecomte,FRA,GK,31.0,1991.0,10,10,899,10.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Brian Oliván,ESP,DF,28.0,1994.0,30,29,2403,26.7,1,7,8,1,0,0,7,0,0.04,0.26,0.3,0.04,0.3
ESP-La Liga,2223,Espanyol,César Montes,MEX,DF,25.0,1997.0,20,18,1590,17.7,3,0,3,3,0,0,6,0,0.17,0.0,0.17,0.17,0.17
ESP-La Liga,2223,Espanyol,Dani Gómez,ESP,FW,24.0,1998.0,8,0,88,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Denis Suárez,ESP,MF,28.0,1994.0,18,11,945,10.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Edu Expósito,ESP,MF,25.0,1996.0,28,13,1160,12.9,2,2,4,2,0,0,3,1,0.16,0.16,0.31,0.16,0.31
ESP-La Liga,2223,Espanyol,Fernando Calero,ESP,"DF,MF",26.0,1995.0,27,20,1611,17.9,0,1,1,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06
ESP-La Liga,2223,Espanyol,Fernando Pacheco,ESP,GK,30.0,1992.0,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Javi Puado,ESP,"MF,FW",24.0,1998.0,37,25,2340,26.0,7,2,9,7,0,0,4,0,0.27,0.08,0.35,0.27,0.35
ESP-La Liga,2223,Espanyol,Joan García,ESP,GK,21.0,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Joselu,ESP,FW,32.0,1990.0,34,33,2990,33.2,16,2,18,11,5,5,2,0,0.48,0.06,0.54,0.33,0.39
ESP-La Liga,2223,Espanyol,José Carlos Lazo,ESP,MF,26.0,1996.0,10,0,159,1.8,1,1,2,1,0,0,0,0,0.57,0.57,1.13,0.57,1.13
ESP-La Liga,2223,Espanyol,José Gragera,ESP,"MF,DF",21.0,2000.0,9,5,460,5.1,1,0,1,1,0,0,2,0,0.2,0.0,0.2,0.2,0.2
ESP-La Liga,2223,Espanyol,Keidi Bare,ALB,MF,24.0,1997.0,18,4,503,5.6,0,1,1,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18
ESP-La Liga,2223,Espanyol,Leandro Cabrera,URU,DF,31.0,1991.0,32,31,2669,29.7,0,1,1,0,0,0,10,2,0.0,0.03,0.03,0.0,0.03
ESP-La Liga,2223,Espanyol,Luca Koleosho,ITA,MF,17.0,2004.0,4,0,59,0.7,1,0,1,1,0,0,0,0,1.53,0.0,1.53,1.53,1.53
ESP-La Liga,2223,Espanyol,Martin Braithwaite,DEN,"FW,MF",31.0,1991.0,31,29,2456,27.3,10,2,12,10,0,0,5,1,0.37,0.07,0.44,0.37,0.44
ESP-La Liga,2223,Espanyol,Nabil Touaizi,MAR,MF,21.0,2001.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Nico Ribaudo,ESP,"MF,FW",21.0,2001.0,32,16,1248,13.9,1,2,3,1,0,0,4,0,0.07,0.14,0.22,0.07,0.22
ESP-La Liga,2223,Espanyol,Omar El Hilali,MAR,DF,18.0,2003.0,5,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Pol Lozano,ESP,MF,22.0,1999.0,4,0,17,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Roger Martínez,ESP,MF,18.0,2004.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Ronaël Pierre-Gabriel,FRA,DF,24.0,1998.0,8,2,236,2.6,1,0,1,1,0,0,2,1,0.38,0.0,0.38,0.38,0.38
ESP-La Liga,2223,Espanyol,Rubén,ESP,"MF,DF",21.0,2001.0,18,9,888,9.9,0,2,2,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2
ESP-La Liga,2223,Espanyol,Sergi Darder,ESP,MF,28.0,1993.0,38,38,3320,36.9,6,3,9,6,0,0,4,0,0.16,0.08,0.24,0.16,0.24
ESP-La Liga,2223,Espanyol,Sergi Gómez,ESP,DF,30.0,1992.0,29,26,2339,26.0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Simo,ESP,DF,17.0,2005.0,7,0,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Vinicius Souza,BRA,MF,23.0,1999.0,34,27,2428,27.0,1,1,2,1,0,0,10,1,0.04,0.04,0.07,0.04,0.07
ESP-La Liga,2223,Espanyol,Álvaro Fernández,ESP,GK,24.0,1998.0,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Espanyol,Óscar Gil,ESP,DF,25.0,1997.0,33,31,2559,28.4,0,1,1,0,0,0,14,0,0.0,0.04,0.04,0.0,0.04
ESP-La Liga,2223,Getafe,Alejandro Revuelta Montero,ESP,DF,22.0,2000.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Getafe,Borja Mayoral,ESP,FW,25.0,1997.0,35,33,2759,30.7,8,2,10,8,0,2,4,0,0.26,0.07,0.33,0.26,0.33
ESP-La Liga,2223,Getafe,Carles Aleñá,ESP,"MF,FW",24.0,1998.0,35,26,2119,23.5,2,2,4,2,0,0,12,1,0.08,0.08,0.17,0.08,0.17
ESP-La Liga,2223,Getafe,Damián Suárez,URU,"DF,MF",34.0,1988.0,28,26,1946,21.6,1,1,2,1,0,0,7,0,0.05,0.05,0.09,0.05,0.09
ESP-La Liga,2223,Getafe,David Soria,ESP,GK,29.0,1993.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Getafe,Djené,TOG,DF,30.0,1991.0,33,33,2840,31.6,0,1,1,0,0,0,10,1,0.0,0.03,0.03,0.0,0.03
ESP-La Liga,2223,Getafe,Domingos Duarte,POR,DF,27.0,1995.0,31,30,2657,29.5,0,2,2,0,0,0,11,1,0.0,0.07,0.07,0.0,0.07
ESP-La Liga,2223,Getafe,Enes Ünal,TUR,FW,25.0,1997.0,35,35,2970,33.0,14,3,17,9,5,6,6,0,0.42,0.09,0.52,0.27,0.36
ESP-La Liga,2223,Getafe,Fabrizio Angileri,ARG,DF,28.0,1994.0,15,7,585,6.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Getafe,Gastón Álvarez,URU,DF,22.0,2000.0,22,16,1501,16.7,2,0,2,2,0,0,7,1,0.12,0.0,0.12,0.12,0.12
ESP-La Liga,2223,Getafe,Gonzalo Villar,ESP,MF,24.0,1998.0,16,3,457,5.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Getafe,Iglesias,ESP,DF,24.0,1998.0,32,21,2146,23.8,1,0,1,1,0,0,7,0,0.04,0.0,0.04,0.04,0.04
ESP-La Liga,2223,Getafe,Jaime Mata,ESP,"FW,MF",33.0,1988.0,18,5,437,4.9,1,1,2,1,0,0,5,0,0.21,0.21,0.41,0.21,0.41
ESP-La Liga,2223,Getafe,Jaime Seoane,ESP,MF,25.0,1997.0,16,2,326,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Getafe,Jordan Amavi,FRA,DF,28.0,1994.0,5,1,200,2.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Getafe,Juanmi Latasa,ESP,FW,21.0,2001.0,18,2,448,5.0,1,0,1,1,0,0,2,0,0.2,0.0,0.2,0.2,0.2
ESP-La Liga,2223,Getafe,Luis Milla,ESP,MF,27.0,1994.0,27,22,1856,20.6,0,3,3,0,0,0,6,1,0.0,0.15,0.15,0.0,0.15
ESP-La Liga,2223,Getafe,Mauro Arambarri,URU,MF,26.0,1995.0,13,13,992,11.0,0,1,1,0,0,0,5,1,0.0,0.09,0.09,0.0,0.09
ESP-La Liga,2223,Getafe,Moises Parra Gutierrez,ESP,MF,20.0,2002.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Getafe,Munir El Haddadi,MAR,"MF,FW",26.0,1995.0,28,10,1150,12.8,3,1,4,3,0,0,4,0,0.23,0.08,0.31,0.23,0.31
ESP-La Liga,2223,Getafe,Nemanja Maksimović,SRB,MF,27.0,1995.0,29,26,2053,22.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Getafe,Omar Alderete,PAR,DF,25.0,1996.0,25,23,2047,22.7,1,1,2,1,0,0,9,0,0.04,0.04,0.09,0.04,0.09
ESP-La Liga,2223,Getafe,Portu,ESP,"MF,DF",30.0,1992.0,34,17,1770,19.7,0,3,3,0,0,0,7,1,0.0,0.15,0.15,0.0,0.15
ESP-La Liga,2223,Getafe,Stefan Mitrović,SRB,DF,32.0,1990.0,22,18,1680,18.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Getafe,Ángel Algobia,ESP,MF,23.0,1999.0,26,11,1138,12.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Girona,Aleix García,ESP,MF,25.0,1997.0,30,26,2337,26.0,1,5,6,1,0,0,1,0,0.04,0.19,0.23,0.04,0.23
ESP-La Liga,2223,Girona,Alexander Callens,PER,DF,30.0,1992.0,6,0,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Girona,Arnau Martinez,ESP,DF,19.0,2003.0,33,32,2732,30.4,3,4,7,3,0,0,11,0,0.1,0.13,0.23,0.1,0.23
ESP-La Liga,2223,Girona,Bernardo Espinosa,COL,DF,33.0,1989.0,20,14,1225,13.6,1,1,2,1,0,0,5,0,0.07,0.07,0.15,0.07,0.15
ESP-La Liga,2223,Girona,Borja García,ESP,"MF,FW",31.0,1990.0,11,10,679,7.5,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13
ESP-La Liga,2223,Girona,Cristhian Stuani,URU,FW,35.0,1986.0,32,8,1090,12.1,9,0,9,4,5,6,8,0,0.74,0.0,0.74,0.33,0.33
ESP-La Liga,2223,Girona,David López,ESP,"DF,MF",32.0,1989.0,20,19,1652,18.4,3,1,4,3,0,0,5,0,0.16,0.05,0.22,0.16,0.22
ESP-La Liga,2223,Girona,Iván Martín,ESP,MF,23.0,1999.0,24,18,1586,17.6,3,3,6,3,0,0,2,0,0.17,0.17,0.34,0.17,0.34
ESP-La Liga,2223,Girona,Javi Hernández,ESP,DF,24.0,1998.0,25,13,1116,12.4,1,2,3,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24
ESP-La Liga,2223,Girona,Joel Roca,ESP,FW,17.0,2005.0,5,0,84,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Girona,Juan Carlos,ESP,GK,34.0,1988.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Girona,Juanpe,ESP,DF,31.0,1991.0,19,17,1426,15.8,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06
ESP-La Liga,2223,Girona,Manu Vallejo,ESP,"MF,FW",25.0,1997.0,7,2,206,2.3,0,1,1,0,0,0,0,0,0.0,0.44,0.44,0.0,0.44
ESP-La Liga,2223,Girona,Miguel Gutiérrez,ESP,"DF,MF",21.0,2001.0,34,27,2390,26.6,2,3,5,2,0,0,6,0,0.08,0.11,0.19,0.08,0.19
ESP-La Liga,2223,Girona,Oriol Romeu,ESP,MF,30.0,1991.0,33,33,2950,32.8,2,0,2,2,0,0,10,1,0.06,0.0,0.06,0.06,0.06
ESP-La Liga,2223,Girona,Oscar Ureña,DOM,MF,19.0,2003.0,3,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Girona,Paulo Gazzaniga,ARG,GK,30.0,1992.0,28,28,2520,28.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Girona,Ramón Terrats,ESP,MF,21.0,2000.0,8,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Girona,Reinier,BRA,"MF,FW",20.0,2002.0,18,5,647,7.2,2,1,3,2,0,0,1,1,0.28,0.14,0.42,0.28,0.42
ESP-La Liga,2223,Girona,Ricard Artero,ESP,MF,19.0,2003.0,7,0,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Girona,Rodrigo Riquelme,ESP,"MF,FW",22.0,2000.0,34,25,2179,24.2,4,4,8,4,0,0,1,0,0.17,0.17,0.33,0.17,0.33
ESP-La Liga,2223,Girona,Samuel Sáiz,ESP,MF,31.0,1991.0,8,1,240,2.7,2,0,2,0,2,2,1,0,0.75,0.0,0.75,0.0,0.0
ESP-La Liga,2223,Girona,Santiago Bueno,URU,DF,23.0,1998.0,34,34,3010,33.4,0,1,1,0,0,0,7,1,0.0,0.03,0.03,0.0,0.03
ESP-La Liga,2223,Girona,Toni Villa,ESP,MF,27.0,1995.0,24,12,895,9.9,1,3,4,1,0,0,2,0,0.1,0.3,0.4,0.1,0.4
ESP-La Liga,2223,Girona,Valentín Castellanos,ARG,FW,23.0,1998.0,35,33,2597,28.9,13,0,13,12,1,1,11,0,0.45,0.0,0.45,0.42,0.42
ESP-La Liga,2223,Girona,Valery Fernández,ESP,"MF,DF",22.0,1999.0,25,7,967,10.7,0,2,2,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19
ESP-La Liga,2223,Girona,Viktor Tsyhankov,UKR,MF,24.0,1997.0,19,17,1489,16.5,3,6,9,3,0,0,0,0,0.18,0.36,0.54,0.18,0.54
ESP-La Liga,2223,Girona,Yan Couto,BRA,"MF,DF",20.0,2002.0,25,12,1158,12.9,1,2,3,1,0,0,3,0,0.08,0.16,0.23,0.08,0.23
ESP-La Liga,2223,Girona,Yangel Herrera,VEN,MF,24.0,1998.0,20,12,963,10.7,2,2,4,2,0,0,4,0,0.19,0.19,0.37,0.19,0.37
ESP-La Liga,2223,Mallorca,Abdón Prats,ESP,FW,29.0,1992.0,26,2,416,4.6,1,1,2,1,0,0,1,0,0.22,0.22,0.43,0.22,0.43
ESP-La Liga,2223,Mallorca,Amath,SEN,"MF,FW",26.0,1996.0,28,12,1227,13.6,2,0,2,2,0,0,2,1,0.15,0.0,0.15,0.15,0.15
ESP-La Liga,2223,Mallorca,Antonio Raillo,ESP,DF,30.0,1991.0,31,31,2766,30.7,2,3,5,2,0,0,11,1,0.07,0.1,0.16,0.07,0.16
ESP-La Liga,2223,Mallorca,Antonio Sánchez,ESP,"MF,DF",25.0,1997.0,32,11,1076,12.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Mallorca,Braian Cufré,ARG,"MF,DF",25.0,1996.0,5,2,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Mallorca,Clément Grenier,FRA,MF,31.0,1991.0,21,6,718,8.0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Mallorca,Copete,ESP,DF,22.0,1999.0,28,27,2206,24.5,1,0,1,1,0,0,7,1,0.04,0.0,0.04,0.04,0.04
ESP-La Liga,2223,Mallorca,Dani Rodríguez,ESP,MF,34.0,1988.0,35,26,2100,23.3,3,6,9,3,0,0,8,0,0.13,0.26,0.39,0.13,0.39
ESP-La Liga,2223,Mallorca,Dennis Hadzikadunic,BIH,DF,24.0,1998.0,8,7,614,6.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Mallorca,Dominik Greif,SVK,GK,25.0,1997.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Mallorca,Franco Russo,ARG,DF,27.0,1994.0,3,2,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Mallorca,Giovanni González,URU,"DF,MF",27.0,1994.0,15,9,926,10.3,0,2,2,0,0,0,5,0,0.0,0.19,0.19,0.0,0.19
ESP-La Liga,2223,Mallorca,Iddrisu Baba,GHA,MF,26.0,1996.0,29,20,1705,18.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Mallorca,Iñigo Ruiz de Galarreta,ESP,MF,28.0,1993.0,30,28,2449,27.2,0,1,1,0,0,0,12,0,0.0,0.04,0.04,0.0,0.04
ESP-La Liga,2223,Mallorca,Jaume Costa,ESP,DF,34.0,1988.0,32,30,2599,28.9,0,1,1,0,0,0,10,0,0.0,0.03,0.03,0.0,0.03
ESP-La Liga,2223,Mallorca,Javier Llabrés,ESP,MF,19.0,2002.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Mallorca,Josep Antoni Gayá,ESP,DF,22.0,2000.0,2,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Mallorca,Lago Junior,CIV,"FW,MF",31.0,1990.0,5,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
